price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
250,7,0,,8,351,0
666,2,24,3.44,9,55,24
1197,1,0,,2,365,0
1350,1,6,0.87,11,350,6
400,3,0,,1,347,0
329,2,15,2.03,14,362,15
500,1,9,1.2,1,266,9
420,1,1,0.37,2,51,1
815,1,11,1.53,1,357,11
400,1,1,0.38,1,365,1
2400,3,0,,3,351,0
436,1,0,,1,365,0
236,28,4,0.63,5,270,4
650,1,12,1.58,1,364,12
775,3,1,0.14,2,233,1
450,2,1,0.14,1,324,1
400,1,3,0.42,2,365,3
500,1,1,0.27,2,324,1
400,2,21,2.8,3,344,21
600,2,8,2.61,12,355,8
500,1,4,0.88,3,360,4
500,1,5,1.09,3,360,5
500,1,4,1.33,3,360,4
240,6,5,0.85,11,165,5
250,1,0,,1,324,0
250,1,0,,1,365,0
681,1,17,2.38,4,253,17
300,6,1,0.59,11,360,1
240,6,3,0.41,11,281,3
300,6,1,1,11,349,1
560,6,0,,11,360,0
360,3,3,0.8,11,360,3
707,2,1,0.16,2,0,1
657,1,17,2.33,4,264,17
600,1,17,2.39,4,263,17
550,1,0,,1,90,0
400,1,74,9.41,4,304,74
758,1,19,2.41,44,224,19
246,1,5,0.66,3,351,5
350,1,0,,1,365,0
964,1,8,1.1,3,364,8
758,1,21,2.8,44,226,21
250,3,8,1.22,8,298,8
758,1,18,2.43,44,52,18
758,1,13,1.73,44,228,13
603,2,0,,2,364,0
800,1,14,1.89,44,49,14
800,1,10,1.45,44,51,10
650,1,7,0.91,1,171,7
608,3,4,0.53,1,362,4
500,1,0,,1,365,0
2900,1,5,0.71,5,365,5
271,1,24,7.58,1,355,24
600,2,0,,1,363,0
500,1,3,0.39,2,8,3
296,30,0,,5,365,0
351,30,0,,5,365,0
284,30,1,0.14,5,365,1
500,1,0,,2,263,0
754,2,5,1.43,12,351,5
390,1,12,1.58,1,80,12
758,1,31,4.01,44,50,31
758,1,24,3.2,44,224,24
280,5,3,0.4,2,139,3
592,1,8,1.12,29,338,8
550,1,9,1.59,6,357,9
550,1,4,0.55,6,361,4
964,1,7,0.96,3,357,7
900,1,4,0.63,5,348,4
384,30,0,,5,365,0
250,7,3,0.45,8,161,3
1197,2,8,1.12,28,360,8
449,20,3,0.39,1,353,3
750,1,17,2.76,28,182,17
286,1,6,0.82,1,354,6
846,1,31,5.25,28,168,31
462,1,1,0.13,1,293,1
822,2,3,0.4,2,266,3
250,1,5,1.39,1,150,5
450,1,0,,1,365,0
784,2,1,0.91,2,83,1
550,1,33,4.23,2,359,33
586,3,4,0.52,6,355,4
758,1,18,2.49,44,225,18
800,1,14,1.82,44,52,14
350,8,8,1.03,2,325,8
332,1,20,2.55,16,359,20
250,7,1,0.15,1,365,1
657,1,11,2.84,1,357,11
1000,2,0,,2,355,0
350,2,2,0.31,1,171,2
480,1,0,,1,365,0
877,1,6,0.94,1,180,6
1143,2,1,0.14,3,173,1
350,1,1,0.14,1,365,1
1742,1,0,,3,361,0
450,1,1,0.2,1,324,1
1560,1,0,,11,350,0
833,1,28,4.59,28,187,28
650,1,27,3.8,1,357,27
700,1,1,0.16,1,365,1
334,1,30,4.19,8,175,30
499,2,12,1.85,1,346,12
177,1,0,,1,362,0
600,1,0,,1,361,0
635,2,11,1.79,1,365,11
459,2,0,,2,365,0
339,4,2,0.67,11,3,2
300,1,10,1.62,1,353,10
350,1,1,0.15,2,365,1
400,1,1,0.37,1,364,1
650,1,4,0.99,29,365,4
693,1,2,0.56,29,365,2
400,1,12,2.21,3,365,12
479,1,109,15.5,4,162,109
350,28,1,0.32,1,0,1
969,1,372,52.15,3,361,372
1101,1,2,0.29,3,356,2
1436,1,0,,3,356,0
680,1,1,0.16,2,139,1
353,1,30,4.23,3,134,30
450,1,0,,1,364,0
400,1,5,0.73,1,356,5
400,1,1,1,1,364,1
290,2,16,2.32,47,361,16
530,3,3,0.45,1,286,3
641,1,5,0.72,2,365,5
800,1,5,0.87,4,320,5
300,1,9,2.2,1,59,9
718,1,8,1.76,9,352,8
350,1,0,,1,364,0
300,1,4,0.61,2,365,4
300,6,1,0.28,3,356,1
857,2,0,,3,180,0
409,1,2,0.53,1,365,2
242,15,1,0.19,8,0,1
9998,1,0,,2,365,0
250,1,3,0.42,2,355,3
411,1,18,2.55,9,155,18
700,1,0,,1,259,0
370,14,1,0.36,2,56,1
380,1,22,5.64,2,75,22
314,2,5,0.76,8,342,5
600,2,2,0.44,1,180,2
1979,2,6,0.93,6,283,6
320,3,29,4.51,2,272,29
400,1,0,,1,18,0
260,1,8,1.2,1,365,8
1310,1,13,2.27,5,362,13
981,1,33,4.95,3,322,33
364,2,4,0.78,5,349,4
1002,2,2,0.3,4,364,2
827,2,5,0.75,4,364,5
1200,1,0,,1,364,0
1595,1,4,0.65,6,132,4
1757,2,2,0.33,6,139,2
1500,2,0,,3,350,0
650,1,6,0.9,1,356,6
500,1,19,4.91,2,262,19
1000,1,0,,1,364,0
999,1,0,,1,359,0
350,3,0,,2,293,0
210,1,1,0.16,1,0,1
250,7,4,0.71,1,129,4
350,3,3,0.47,8,354,3
216,100,0,,2,365,0
622,1,25,4.84,3,361,25
350,3,1,0.21,2,293,1
650,1,2,0.34,2,365,2
1115,1,13,2.1,1,136,13
750,3,3,0.47,1,349,3
636,1,10,1.43,23,355,10
300,2,5,0.74,1,355,5
300,5,1,1,1,294,1
395,1,9,1.35,3,0,9
1500,3,1,0.2,1,89,1
475,28,1,0.44,3,365,1
250,1,0,,1,355,0
450,1,12,2.05,1,362,12
599,2,3,0.5,6,330,3
430,1,45,6.89,7,309,45
550,3,0,,3,354,0
600,1,1,0.15,1,362,1
1200,3,4,0.88,2,364,4
399,1,0,,3,365,0
204,7,0,,2,336,0
1714,1,8,1.2,1,343,8
749,1,0,,2,326,0
350,1,14,2.1,3,176,14
848,1,0,,2,365,0
405,2,15,3.49,2,105,15
495,7,2,0.32,1,0,2
373,1,19,3.7,10,358,19
309,1,23,3.73,4,345,23
390,1,2,0.43,1,232,2
500,3,2,0.31,2,324,2
373,1,22,3.79,10,347,22
368,1,21,3.64,10,353,21
600,2,9,1.72,3,325,9
444,1,0,,1,365,0
373,1,14,2.78,10,363,14
215,30,1,0.19,3,204,1
424,1,34,5.57,2,37,34
520,1,2,0.36,8,365,2
560,1,10,1.65,8,363,10
900,1,0,,1,90,0
340,3,9,2.73,1,354,9
1454,1,1,0.4,6,135,1
390,2,11,2.87,4,85,11
524,3,0,,7,0,0
420,3,0,,7,0,0
420,3,0,,7,0,0
248,2,13,2.62,47,362,13
420,3,1,0.15,7,0,1
420,3,1,0.24,7,0,1
524,3,0,,7,0,0
420,3,1,0.81,7,0,1
500,1,10,1.6,1,175,10
420,3,1,0.22,7,1,1
420,3,2,0.34,7,1,2
420,3,1,0.22,7,0,1
269,2,1,0.41,1,161,1
450,2,5,0.73,7,348,5
869,1,26,5.23,28,183,26
757,25,0,,1,365,0
1000,1,4,0.69,4,365,4
1858,1,0,,2,365,0
795,1,0,,7,365,0
2120,1,0,,2,90,0
350,2,29,4.53,4,344,29
369,2,9,1.36,4,34,9
650,2,15,2.38,1,254,15
300,2,13,2.11,4,0,13
328,1,11,1.94,8,353,11
581,3,13,2.34,3,176,13
450,2,1,0.26,3,344,1
450,1,0,,1,365,0
429,1,15,5.92,8,124,15
393,1,12,1.91,18,0,12
240,30,0,,2,364,0
556,1,16,2.59,9,183,16
707,1,6,0.97,9,139,6
632,1,21,3.42,9,352,21
600,1,0,,1,365,0
1010,2,20,3.39,11,75,20
399,1,1,1,10,363,1
359,1,19,3.24,10,361,19
359,1,15,2.83,10,356,15
750,1,28,4.83,28,176,28
390,2,1,0.18,1,179,1
660,1,5,1.29,1,356,5
420,2,2,0.31,3,1,2
3261,1,1,1,170,365,1
3261,1,3,0.58,170,365,3
500,3,1,0.19,3,1,1
3261,1,0,,170,365,0
290,1,1,0.21,1,87,1
450,1,10,2.63,7,361,10
540,1,6,1.02,8,365,6
756,2,28,4.49,1,36,28
509,2,4,0.92,10,161,4
559,2,9,1.48,10,161,9
450,1,1,0.17,3,137,1
400,5,4,0.78,2,356,4
836,1,4,0.79,24,347,4
460,1,4,0.69,8,365,4
450,1,3,1.36,1,275,3
750,1,12,2.98,28,188,12
399,1,17,3.02,10,359,17
833,1,10,2.07,28,191,10
479,2,0,,10,161,0
657,1,0,,4,365,0
520,1,5,0.89,8,365,5
540,1,6,1.02,8,365,6
595,3,1,0.64,6,355,1
700,2,10,1.74,3,142,10
338,1,4,1.28,1,322,4
360,1,0,,2,365,0
633,2,30,5.2,1,54,30
650,2,1,1,12,362,1
499,2,17,3.19,3,359,17
385,1,1,1,5,365,1
401,1,17,3.07,7,362,17
450,2,1,0.18,7,259,1
450,1,6,1.15,1,311,6
351,1,20,3.47,7,340,20
586,2,0,,16,0,0
599,1,0,,3,0,0
545,2,4,0.72,16,0,4
470,3,10,1.72,1,0,10
320,1,2,0.35,5,365,2
833,1,11,2.89,28,189,11
869,1,18,4.35,28,182,18
869,1,22,5.04,28,169,22
700,2,5,0.86,4,0,5
320,1,3,0.53,5,365,3
680,1,4,0.72,7,305,4
800,2,1,0.25,1,351,1
350,30,0,,1,365,0
350,1,21,3.91,4,355,21
517,1,10,1.71,8,361,10
321,1,33,5.89,4,355,33
900,2,0,,2,365,0
550,1,0,,1,264,0
1305,1,28,4.91,2,356,28
602,1,11,2.32,5,364,11
1303,1,21,4.44,2,345,21
486,1,6,1.26,5,360,6
534,1,10,1.9,5,364,10
599,1,0,,3,0,0
1093,1,21,3.91,4,349,21
700,1,2,1.58,1,365,2
471,1,14,2.66,5,362,14
550,1,2,0.69,1,356,2
534,1,8,1.59,5,360,8
243,180,0,,1,263,0
550,1,0,,1,365,0
376,1,31,5.67,17,84,31
379,1,22,4.07,17,360,22
490,1,2,0.39,27,337,2
543,2,2,0.37,3,171,2
244,2,13,2.39,47,360,13
565,2,0,,1,365,0
360,2,2,0.41,7,362,2
369,1,16,3.2,17,168,16
566,1,9,1.6,8,361,9
650,1,1,0.26,1,347,1
700,1,0,,1,365,0
503,1,35,6.33,3,365,35
800,1,1,0.51,1,90,1
750,2,1,0.32,1,89,1
384,1,29,5.27,17,175,29
275,1,2,0.41,2,324,2
970,2,17,3.02,1,354,17
231,2,10,2,1,78,10
340,10,3,1.05,2,20,3
577,1,48,9.54,2,353,48
1500,1,2,0.37,11,364,2
248,2,4,0.77,2,348,4
1110,1,7,1.44,19,0,7
650,1,6,1.3,10,343,6
205,30,2,0.54,3,343,2
1900,1,4,0.88,7,310,4
450,1,7,1.52,1,310,7
499,1,0,,2,263,0
394,1,33,6.31,17,171,33
246,2,20,3.92,2,345,20
321,1,17,4.4,5,362,17
999,1,1,0.25,5,354,1
474,1,23,4.93,1,364,23
2536,1,4,2.4,3,258,4
333,1,1,0.44,1,365,1
500,2,2,0.54,2,349,2
400,2,14,3.02,5,331,14
350,1,4,0.86,2,365,4
400,2,0,,1,355,0
600,2,2,1.28,1,317,2
1190,1,1,0.37,5,356,1
350,2,0,,2,356,0
799,1,2,0.45,5,354,2
450,1,14,3.07,8,361,14
349,1,29,5.69,1,333,29
450,1,7,1.39,8,357,7
2200,1,0,,7,365,0
490,1,4,0.9,27,365,4
500,30,0,,1,358,0
591,1,83,16.6,2,350,83
400,1,0,,1,363,0
920,7,32,13.91,2,365,32
500,2,7,1.41,3,87,7
424,2,11,2.39,1,38,11
204,1,0,,1,365,0
1000,14,0,,1,90,0
400,1,0,,2,365,0
272,1,5,1.07,1,121,5
400,1,22,4.07,6,356,22
480,1,5,1.12,4,359,5
350,1,1,0.29,1,171,1
406,2,1,0.3,6,319,1
343,2,2,0.52,6,319,2
350,1,30,5.56,6,345,30
350,1,34,6.3,6,344,34
284,15,0,,1,0,0
700,1,2,0.46,2,354,2
303,1,11,2.21,16,360,11
332,1,3,1.13,16,363,3
743,1,1,0.21,8,356,1
450,1,1,0.24,3,365,1
846,1,16,5.11,28,182,16
806,1,27,6.23,28,130,27
380,1,23,4.37,18,0,23
304,1,1,0.31,7,163,1
420,1,0,,8,357,0
550,3,7,1.53,1,172,7
1786,1,0,,1,365,0
420,1,0,,8,350,0
420,1,0,,8,361,0
500,1,16,2.29,2,80,16
420,1,0,,8,356,0
420,1,0,,8,362,0
960,1,2,0.59,4,364,2
2000,1,1,0.16,1,365,1
420,1,0,,8,362,0
420,1,0,,8,360,0
420,1,13,2.85,8,362,13
560,2,1,0.19,2,323,1
230,3,0,,17,113,0
550,3,8,1.22,1,0,8
479,1,1,0.27,4,324,1
400,1,3,0.67,1,365,3
1328,1,0,,2,160,0
482,2,11,2.44,3,359,11
500,2,10,2.21,3,325,10
1899,1,0,,11,365,0
305,30,2,0.41,1,88,2
390,2,8,1.76,4,75,8
850,1,0,,5,365,0
500,1,11,2.36,3,174,11
1900,1,5,1.01,7,338,5
400,6,4,0.85,2,355,4
1000,1,0,,5,365,0
201929,2,2,0.72,170,173,2
250,1,0,,1,355,0
450,1,3,0.9,1,31,3
1945,1,14,3.21,12,309,14
650,1,5,1.05,1,20,5
2800,4,0,,4,348,0
351,2,9,1.78,1,174,9
499,2,0,,1,364,0
1000,1,1,0.67,2,365,1
400,14,3,0.74,1,15,3
400,1,0,,2,294,0
1000,1,2,0.58,7,358,2
350,1,1,0.26,1,18,1
400,7,4,1.05,2,355,4
250,1,0,,1,365,0
3029,2,4,0.82,170,173,4
400,1,11,2.26,1,365,11
600,3,4,1.45,7,353,4
1179,1,0,,3,198,0
694,3,0,,2,173,0
700,5,2,0.42,1,364,2
1379,1,0,,3,192,0
1579,1,0,,3,190,0
207,1,0,,2,171,0
500,2,1,1,1,312,1
277,2,10,2.21,2,353,10
655,1,0,,2,347,0
550,1,19,4.16,2,363,19
351,1,27,5.51,2,325,27
1069,1,17,3.86,4,348,17
1599,1,0,,7,349,0
1336,1,9,1.99,4,313,9
329,1,11,2.29,17,50,11
326,2,13,2.89,2,251,13
909,3,0,,1,18,0
350,2,6,1.32,1,171,6
1900,1,0,,7,311,0
353,1,1,0.28,2,365,1
268,1,5,1.52,2,316,5
650,1,3,1.02,1,364,3
351,1,6,1.34,2,365,6
850,1,1,1,7,362,1
809,1,5,1.83,7,339,5
473,2,15,3.13,1,363,15
420,2,2,2,1,337,2
700,1,0,,1,364,0
1026,1,7,1.54,7,335,7
500,10,0,,2,365,0
2100,1,8,1.76,6,321,8
400,2,3,0.68,2,263,3
523,4,10,2.46,3,81,10
307,1,7,2.66,1,354,7
500,1,0,,1,202,0
470,2,0,,1,278,0
1558,1,7,1.84,4,309,7
400,1,0,,2,356,0
304,2,3,0.67,1,89,3
420,2,0,,5,263,0
340,3,6,1.42,1,82,6
480,4,0,,8,365,0
250,7,0,,8,365,0
2270,1,9,1.97,6,358,9
3375,1,0,,20,221,0
1357,1,1,1,1,359,1
1584,1,0,,2,154,0
3072,1,2,1.2,20,213,2
300,5,1,0.48,2,325,1
360,2,12,2.59,2,361,12
379,3,2,0.48,1,350,2
350,1,5,1.16,2,361,5
811,4,3,0.99,1,352,3
4286,2,0,,1,363,0
480,1,7,1.84,3,90,7
700,2,0,,4,364,0
359,1,0,,6,355,0
450,1,3,0.9,1,365,3
250,1,11,2.89,3,113,11
400,6,3,0.7,2,365,3
300,1,4,1.06,1,60,4
480,4,2,0.56,8,365,2
800,2,1,0.59,4,365,1
480,4,3,0.76,8,343,3
319,28,2,0.87,72,356,2
600,2,4,2.31,3,362,4
850,1,4,1.14,7,362,4
260,5,2,0.65,2,346,2
700,2,13,3.71,1,363,13
611,2,1,0.68,4,361,1
215,5,0,,3,172,0
248,2,5,1.33,2,347,5
341,2,6,1.43,14,357,6
2000,1,0,,4,365,0
600,1,0,,7,171,0
300,1,18,4.15,7,364,18
500,2,15,3.57,2,338,15
750,1,15,3.63,28,180,15
545,7,0,,1,243,0
340,1,6,2.09,1,364,6
475,1,3,0.74,3,364,3
437,1,20,4.65,3,364,20
1500,1,1,0.28,1,355,1
250,365,0,,1,365,0
499,4,4,1.3,2,357,4
750,1,0,,5,365,0
2000,1,0,,4,365,0
650,1,2,0.48,5,270,2
573,3,2,0.48,1,164,2
330,2,6,1.41,4,340,6
423,2,5,1.17,10,158,5
400,1,3,0.7,1,365,3
579,2,2,0.79,10,161,2
700,1,8,2.14,2,348,8
700,2,0,,1,0,0
940,4,0,,7,291,0
800,2,3,0.87,1,233,3
399,2,7,1.81,3,365,7
5000,1,0,,2,365,0
940,4,0,,7,291,0
430,2,3,0.74,3,333,3
350,1,18,4.54,2,365,18
950,1,11,2.66,2,208,11
700,1,0,,3,334,0
344,2,16,4.17,3,360,16
640,1,4,1.62,1,303,4
350,1,5,1.32,14,349,5
1437,4,7,1.76,5,58,7
750,1,1,0.34,13,90,1
400,1,3,0.93,3,294,3
350,1,2,0.5,1,280,2
778,2,0,,1,365,0
1285,1,3,0.96,4,359,3
950,1,0,,13,90,0
400,1,11,3.11,2,362,11
1054,3,3,0.74,1,365,3
330,1,12,3.16,5,363,12
2000,1,0,,1,85,0
450,2,3,0.76,3,229,3
500,1,19,4.96,3,345,19
390,1,6,5.29,1,300,6
399,3,10,2.42,2,336,10
263,1,5,3.57,3,352,5
290,3,0,,7,362,0
290,3,1,0.34,7,362,1
400,1,1,0.27,2,355,1
400,1,0,,2,355,0
385,1,1,0.26,1,354,1
460,1,1,0.24,2,19,1
2500,1,2,0.49,1,171,2
317,30,0,,1,365,0
650,1,0,,1,365,0
230,90,0,,3,365,0
700,1,0,,1,365,0
293,3,14,3.72,3,64,14
510,180,0,,1,365,0
950,1,0,,2,365,0
861,1,0,,6,278,0
507,1,1,0.28,3,365,1
1100,1,1,0.32,2,364,1
400,1,3,0.78,3,293,3
400,1,11,2.8,3,293,11
490,1,19,4.91,15,318,19
280,4,0,,2,355,0
756,1,26,8.67,5,340,26
304,5,1,0.57,6,338,1
1107,1,3,1.07,5,264,3
350,1,3,0.81,1,335,3
490,1,28,7.18,15,268,28
490,1,33,8.39,15,331,33
490,1,40,10.26,15,324,40
360,3,3,0.88,16,88,3
714,1,1,0.26,4,365,1
320,3,0,,16,65,0
470,3,4,1.04,16,359,4
800,2,0,,1,364,0
200,1,1,0.27,1,363,1
380,1,5,1.5,1,357,5
320,1,7,1.79,2,228,7
990,1,0,,1,364,0
480,13,9,2.65,1,354,9
998,4,1,0.48,3,364,1
350,3,1,0.38,1,341,1
700,2,0,,3,232,0
800,2,11,3,3,140,11
319,2,1,0.61,8,350,1
536,2,13,5.06,1,283,13
304,3,3,1.01,2,160,3
350,1,3,0.87,1,0,3
500,2,3,1,1,0,3
455,1,5,1.29,1,340,5
800,1,0,,1,86,0
321,3,9,2.41,1,330,9
750,1,5,1.36,28,186,5
750,1,13,3.39,28,188,13
360,5,2,0.55,1,29,2
300,1,5,1.83,1,146,5
750,1,11,3.06,28,190,11
507,5,0,,6,340,0
1750,1,2,0.8,3,179,2
600,2,4,1.13,1,359,4
833,1,8,2.16,28,191,8
230,2,3,0.92,3,141,3
501,1,4,1.26,1,365,4
350,1,0,,1,365,0
500,1,2,0.52,1,356,2
1199,1,8,2.2,8,363,8
350,1,0,,14,363,0
350,1,0,,14,171,0
350,1,0,,14,353,0
350,1,2,0.73,14,334,2
1642,1,0,,3,361,0
350,1,2,0.64,14,353,2
350,1,2,0.79,14,363,2
350,1,7,2.23,14,364,7
350,1,0,,14,357,0
230,2,19,5.48,4,343,19
369,1,1,0.38,14,363,1
350,1,0,,14,363,0
320,2,6,1.59,16,90,6
350,1,6,2.28,14,317,6
700,1,0,,1,365,0
393,3,0,,8,2,0
1199,1,14,4.62,8,358,14
750,1,11,3.24,28,190,11
888,1,3,0.96,4,87,3
779,1,11,3.03,2,332,11
614,2,4,2.26,3,355,4
3999,1,1,0.37,8,362,1
228,90,0,,3,365,0
299,1,2,0.65,10,48,2
500,2,2,0.87,8,324,2
986,1,0,,1,364,0
220,4,0,,2,81,0
270,3,1,0.55,2,10,1
565,3,1,1,3,357,1
700,1,7,2.06,4,363,7
364,1,12,3.27,1,328,12
200,4,6,1.71,1,358,6
300,3,1,1,1,289,1
435,1,16,4.9,1,338,16
391,1,3,1.53,1,180,3
540,1,1,0.43,2,364,1
649,2,2,0.57,5,364,2
514,1,0,,1,365,0
220,2,2,0.59,2,365,2
408,1,4,1.54,1,361,4
1199,1,10,2.91,8,363,10
1199,1,11,3.24,8,357,11
461,1,6,2.2,3,364,6
1199,1,8,2.33,8,363,8
696,2,0,,1,80,0
1199,1,6,2.05,8,361,6
200,1,7,2.21,4,264,7
729,2,1,0.4,1,67,1
898,14,0,,3,364,0
245,3,3,1.7,3,365,3
350,1,22,7.59,1,317,22
800,1,0,,1,365,0
500,1,0,,1,365,0
2548,1,0,,1,364,0
806,1,20,5.83,28,158,20
1199,1,10,2.94,8,362,10
1199,1,8,2.33,8,364,8
569,1,12,3.71,1,360,12
1000,1,10,3.06,1,87,10
289,2,7,3.18,14,362,7
414,1,0,,3,365,0
439,6,1,1,2,272,1
750,1,3,3,2,267,3
300,1,2,0.75,1,365,2
450,1,0,,1,184,0
450,1,8,2.5,3,293,8
842,1,11,3.51,9,339,11
650,7,0,,1,263,0
400,1,1,0.37,1,365,1
255,1,8,2.55,8,151,8
200,2,3,1.18,2,320,3
289,2,8,2.45,14,361,8
394,1,0,,1,355,0
300,4,0,,1,364,0
264,1,5,1.6,1,313,5
490,1,1,0.31,6,0,1
239,3,2,0.67,1,0,2
957,10,14,4.57,2,231,14
304,1,9,2.84,1,338,9
450,1,0,,1,126,0
450,1,0,,1,365,0
1550,1,4,1.18,6,358,4
500,1,24,7.91,8,352,24
664,3,5,1.69,1,356,5
650,1,0,,1,325,0
259,2,4,1.29,9,352,4
210,1,1,0.32,2,326,1
700,1,16,5,4,338,16
380,1,10,3.33,1,164,10
681,2,7,2.39,1,355,7
585,1,8,2.55,5,363,8
500,1,1,0.32,1,263,1
629,1,2,2,12,358,2
400,2,4,1.94,1,355,4
453,1,4,1.48,5,365,4
600,1,0,,1,365,0
501,1,2,0.65,5,365,2
645,1,0,,5,365,0
762,1,0,,5,347,0
248,60,0,,2,263,0
500,1,1,0.37,2,365,1
310,1,1,0.81,1,344,1
750,1,0,,1,364,0
400,2,3,0.98,2,343,3
1100,1,0,,1,364,0
1200,2,0,,3,333,0
2205,1,0,,16,365,0
600,1,22,7.02,5,356,22
500,1,2,0.76,2,363,2
1200,3,0,,3,358,0
1245,1,0,,3,360,0
380,1,0,,1,362,0
932,1,0,,3,265,0
727,1,0,,3,265,0
1100,2,0,,3,272,0
700,1,3,1.23,1,340,3
2625,1,3,1.03,16,343,3
476,1,22,12,3,338,22
461,1,12,5.37,3,360,12
300,3,4,2.31,2,0,4
1785,1,0,,16,312,0
1785,1,0,,16,345,0
400,2,2,1.03,1,62,2
415,2,3,1.13,3,363,3
420,20,3,1.13,1,284,3
514,1,9,3.42,3,340,9
2957,3,1,0.42,2,259,1
470,1,10,3.41,3,363,10
540,1,0,,3,364,0
299,2,11,3.79,1,40,11
969,1,0,,3,352,0
300,1,3,0.98,1,348,3
390,180,0,,2,365,0
290,180,0,,2,364,0
307,2,2,0.86,4,173,2
450,1,2,0.7,1,365,2
485,1,1,0.56,4,333,1
762,1,0,,4,357,0
1193,1,0,,4,362,0
1232,1,0,,4,354,0
200,2,2,2,1,362,2
405,1,1,1,5,357,1
600,1,0,,7,359,0
300,1,6,2.07,2,364,6
951,1,0,,1,365,0
600,1,2,0.74,1,365,2
300,1,6,2.25,2,365,6
650,1,1,1,2,350,1
250,1,2,0.69,4,293,2
571,2,6,2.28,1,332,6
992,1,1,0.37,11,356,1
398,1,4,1.35,3,313,4
333,31,1,0.37,1,355,1
704,1,0,,1,365,0
379,1,11,3.75,3,338,11
790,1,1,1,1,90,1
1643,1,0,,2,324,0
400,1,0,,1,246,0
400,1,0,,1,365,0
9900,1,0,,11,365,0
9900,1,0,,11,365,0
650,1,7,2.39,2,312,7
350,2,4,2.26,1,361,4
450,1,0,,2,364,0
9900,1,0,,11,365,0
350,1,5,1.92,1,362,5
9900,1,0,,11,365,0
440,1,6,2.77,2,352,6
9900,1,0,,11,365,0
371,2,5,1.81,4,351,5
9900,1,0,,11,365,0
604,1,24,8.18,2,329,24
2143,1,0,,1,365,0
480,4,3,1.15,8,365,3
900,1,1,1,1,246,1
800,2,0,,4,293,0
842,2,0,,1,365,0
1364,2,50,18.52,28,363,50
290,3,1,0.42,7,365,1
400,15,0,,1,173,0
453,1,3,1.29,7,251,3
600,2,3,1.34,1,364,3
300,2,2,0.77,7,365,2
734,1,0,,2,331,0
500,4,1,0.38,1,364,1
1461,1,0,,2,361,0
1200,2,1,0.64,2,354,1
500,3,1,1,1,348,1
480,4,0,,8,364,0
480,4,0,,8,364,0
600,1,0,,2,348,0
480,4,0,,8,364,0
480,4,0,,8,364,0
5048,1,1,0.34,6,365,1
275,1,4,1.45,2,324,4
650,2,1,0.37,4,293,1
214,1,3,1.02,10,364,3
650,2,1,0.38,4,293,1
290,3,1,0.38,7,365,1
276,1,14,5.38,7,88,14
250,30,0,,1,87,0
500,5,0,,2,355,0
485,1,5,1.92,1,359,5
6514,1,6,2.22,4,90,6
2500,1,0,,2,269,0
1018,1,0,,1,90,0
400,1,3,1.91,2,354,3
429,1,4,1.52,1,333,4
863,1,9,3.51,3,362,9
6084,1,0,,41,277,0
6050,1,0,,2,365,0
299,2,1,0.38,5,324,1
270,2,2,1.22,47,357,2
400,1,13,4.94,1,349,13
380,2,2,0.75,1,19,2
400,5,4,1.6,2,327,4
500,1,2,0.75,1,355,2
550,2,3,1.34,2,145,3
550,1,0,,1,365,0
490,1,0,,27,365,0
500,1,0,,3,348,0
506,2,4,1.62,1,358,4
2000,1,0,,14,364,0
589,1,2,0.94,1,80,2
1500,10,0,,1,334,0
400,1,3,1.13,1,364,3
250,1,3,1.76,1,365,3
400,1,4,1.5,1,365,4
414,1,3,1.03,3,313,3
600,1,3,1.45,1,1,3
251,2,7,3.04,2,324,7
350,2,2,0.81,2,362,2
929,1,0,,7,365,0
450,1,3,1.13,45,364,3
802,1,25,8.82,9,348,25
509,1,1,0.42,7,365,1
500,3,0,,1,365,0
340,1,1,1,45,339,1
8000,1,0,,11,365,0
300,3,8,3.12,1,358,8
9000,1,0,,11,365,0
350,1,5,2.27,11,356,5
2156,1,1,0.45,6,358,1
9500,1,0,,11,365,0
9800,1,0,,11,365,0
716,4,1,0.47,5,25,1
500,1,0,,29,364,0
650,1,1,0.41,29,363,1
813,1,19,7.7,9,350,19
463,1,9,3.6,11,365,9
629,1,6,2.31,5,365,6
800,1,1,0.42,5,365,1
1400,1,1,0.45,5,365,1
350,1,0,,45,361,0
657,2,2,1.03,4,171,2
1390,1,0,,4,359,0
350,1,8,3.12,11,364,8
350,1,4,1.97,11,364,4
580,2,2,2,1,311,2
572,1,0,,1,173,0
490,1,1,1,1,80,1
743,1,0,,18,361,0
1500,1,0,,1,365,0
338,1,5,3.95,2,356,5
339,4,1,0.44,1,334,1
2300,1,0,,1,365,0
530,1,12,6.67,3,335,12
320,1,5,2.34,1,11,5
215,5,1,0.65,3,228,1
550,1,7,2.96,1,77,7
250,5,1,0.45,3,218,1
350,1,0,,1,365,0
751,1,11,4.52,5,364,11
450,1,0,,1,358,0
714,1,1,0.42,18,361,1
309,2,14,6.89,1,22,14
621,1,0,,18,356,0
560,3,0,,3,324,0
681,1,3,2,2,352,3
374,1,9,3.7,8,135,9
384,1,9,3.65,8,156,9
706,1,1,1,18,360,1
1228,1,0,,4,253,0
1050,2,1,0.79,1,365,1
857,1,0,,4,253,0
950,1,0,,1,222,0
251,1,6,2.69,4,216,6
220,2,2,0.86,4,175,2
815,1,1,1,8,363,1
