,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
245,1245.0,10.0,0.0,1.3,1.0,87,0.0
246,500.0,3.0,4.0,0.05,1.0,365,0.0
247,350.0,7.0,8.0,0.1,1.0,263,0.0
248,550.0,1.0,25.0,0.3,1.0,364,1.0
249,710.0,1.0,0.0,1.3,1.0,365,0.0
250,913.0,2.0,1.0,0.03,2.0,255,0.0
251,490.0,2.0,33.0,0.39,3.0,83,3.0
252,560.0,2.0,24.0,0.28,3.0,89,7.0
253,608.0,2.0,44.0,0.55,1.0,139,0.0
254,700.0,1.0,8.0,0.09,4.0,365,1.0
255,550.0,15.0,12.0,0.15,1.0,0,0.0
256,215.0,5.0,10.0,0.12,5.0,310,0.0
257,230.0,8.0,14.0,0.16,5.0,310,0.0
258,2900.0,1.0,26.0,0.32,7.0,363,1.0
259,2854.0,1.0,93.0,1.11,6.0,335,4.0
260,200.0,1.0,0.0,1.3,1.0,365,0.0
261,280.0,2.0,134.0,1.6,2.0,362,17.0
262,8200.0,1.0,0.0,1.3,1.0,365,0.0
263,532.0,1.0,21.0,0.26,1.0,356,0.0
264,666.0,3.0,0.0,1.3,1.0,89,0.0
265,536.0,3.0,150.0,1.89,11.0,136,24.0
266,350.0,2.0,41.0,0.63,2.0,97,4.0
267,250.0,1.0,0.0,1.3,1.0,54,0.0
268,880.0,3.0,30.0,0.35,3.0,178,0.0
269,450.0,1.0,0.0,1.3,1.0,309,0.0
270,600.0,4.0,0.0,1.3,1.0,363,0.0
271,990.0,3.0,10.0,0.12,3.0,178,2.0
272,1197.0,1.0,0.0,1.3,1.0,365,0.0
273,487.0,28.0,8.0,0.1,7.0,278,0.0
274,800.0,30.0,0.0,1.3,1.0,365,0.0
275,300.0,4.0,19.0,0.23,1.0,0,2.0
276,600.0,2.0,11.0,0.16,1.0,363,0.0
277,563.0,3.0,46.0,0.68,1.0,76,17.0
278,500.0,30.0,1.0,0.01,1.0,179,0.0
279,900.0,1.0,0.0,1.3,1.0,365,0.0
280,4947.0,1.0,0.0,1.3,19.0,365,0.0
281,632.0,2.0,15.4,2.68,1.0,293,15.0
282,350.0,2.0,21.0,0.25,3.0,140,0.0
283,304.0,2.0,96.0,1.15,1.0,322,11.0
284,250.0,1.0,33.0,0.59,1.0,323,1.0
285,921.0,1.0,82.0,1.04,1.0,169,11.0
286,560.0,1.0,0.0,1.3,1.0,365,0.0
287,852.0,2.0,37.0,0.45,7.0,348,0.0
288,380.0,1.0,2.0,0.02,1.0,10,0.0
289,533.0,2.0,0.0,1.3,1.0,365,0.0
290,280.0,3.0,0.0,1.3,3.0,364,0.0
291,608.0,3.0,1.0,0.1,1.0,363,1.0
292,900.0,1.0,0.0,1.3,1.0,358,0.0
293,304.0,1.0,34.0,0.6,2.0,363,14.0
294,395.0,1.0,3.0,0.05,2.0,261,1.0
295,310.0,3.0,18.0,0.25,2.0,232,0.0
296,600.0,3.0,72.0,0.86,2.0,167,0.0
297,220.0,1.0,132.0,1.75,1.0,345,32.0
298,299.0,2.0,11.0,0.14,3.0,263,2.0
299,585.0,1.0,52.0,0.63,3.0,140,0.0
300,404.0,3.0,48.0,0.61,1.0,302,4.0
301,1893.0,1.0,26.0,0.31,4.0,347,15.0
302,400.0,1.0,109.0,1.56,1.0,90,8.0
303,350.0,1.0,0.0,1.3,1.0,345,0.0
304,3433.0,1.0,0.0,1.3,19.0,365,0.0
305,205.0,2.0,47.0,0.55,4.0,351,7.0
306,210.0,1.0,0.0,1.3,1.0,89,0.0
307,1500.0,2.0,1.0,0.02,3.0,365,0.0
308,507.0,4.0,80.0,0.99,3.0,320,8.0
309,406.0,1.0,1.0,0.01,6.0,324,0.0
310,487.0,2.0,6.0,0.07,1.0,365,2.0
311,230.0,3.0,10.0,0.12,5.0,310,0.0
312,252.0,30.0,25.0,0.33,3.0,154,4.0
313,548.0,3.0,12.0,0.16,6.0,365,2.0
314,390.0,3.0,3.0,0.05,1.0,192,1.0
315,750.0,2.0,5.0,0.08,13.0,360,1.0
316,243.0,28.0,6.0,0.1,7.0,356,1.0
317,666.0,2.0,7.0,0.09,3.0,363,0.0
318,330.0,1.0,0.0,1.3,1.0,365,0.0
319,484.0,1.0,2.0,0.03,1.0,365,0.0
320,550.0,1.0,0.0,1.3,1.0,365,0.0
321,507.0,28.0,7.0,0.43,7.0,331,5.0
322,446.0,28.0,11.0,0.17,7.0,319,1.0
323,595.0,3.0,53.0,0.65,1.0,355,0.0
324,608.0,1.0,4.0,1.01,1.0,360,4.0
325,953.0,1.0,20.0,0.31,1.0,365,0.0
326,200.0,2.0,7.0,0.11,2.0,317,4.0
327,710.0,3.0,23.0,0.34,6.0,324,0.0
328,700.0,2.0,0.0,1.3,1.0,365,0.0
329,1043.0,1.0,93.0,1.43,2.0,171,16.0
330,281.0,3.0,15.4,2.46,1.0,45,11.0
331,955.0,2.0,29.0,0.39,1.0,1,0.0
332,406.0,1.0,0.0,1.3,1.0,365,0.0
333,599.0,2.0,2.0,0.05,1.0,365,0.0
334,400.0,3.0,66.0,0.92,1.0,43,15.0
335,4500.0,1.0,0.0,1.3,1.0,365,0.0
336,590.0,1.0,15.4,5.24,5.0,356,56.0
337,250.0,1.0,24.0,0.31,2.0,324,0.0
338,4341.0,3.0,2.0,0.04,1.0,365,0.0
339,550.0,1.0,7.0,1.09,1.0,266,7.0
340,480.0,2.0,0.0,1.3,1.0,89,0.0
341,480.0,1.0,29.0,0.37,1.0,362,0.0
342,1918.0,1.0,4.0,0.05,19.0,365,0.0
343,460.0,3.0,158.0,1.99,2.0,165,28.0
344,550.0,1.0,19.0,0.29,13.0,365,7.0
345,325.0,2.0,15.4,2.41,1.0,359,4.0
346,350.0,1.0,0.0,1.3,1.0,89,0.0
347,568.0,1.0,0.0,1.3,2.0,365,0.0
348,808.0,1.0,1.0,0.01,1.0,363,0.0
349,850.0,1.0,126.0,1.61,5.0,329,6.0
350,384.0,2.0,22.0,0.28,3.0,23,4.0
351,800.0,1.0,0.0,1.3,1.0,365,0.0
352,637.0,1.0,0.0,1.3,2.0,364,0.0
353,614.0,19.0,15.4,2.5,1.0,364,0.0
354,700.0,2.0,23.0,0.29,1.0,302,1.0
355,310.0,2.0,54.0,0.98,2.0,174,23.0
356,1000.0,2.0,2.0,0.07,4.0,0,0.0
357,710.0,6.0,0.0,1.3,1.0,365,0.0
358,230.0,2.0,21.0,0.27,5.0,310,0.0
359,1000.0,1.0,3.0,0.04,1.0,364,0.0
360,220.0,4.0,23.0,0.29,5.0,312,0.0
361,568.0,2.0,1.0,0.01,1.0,363,0.0
362,616.0,3.0,127.0,1.62,11.0,145,10.0
363,534.0,3.0,15.4,2.14,11.0,142,22.0
364,2709.0,1.0,93.0,1.15,6.0,326,1.0
365,498.0,3.0,115.0,1.46,11.0,140,12.0
366,260.0,1.0,10.0,0.2,1.0,325,0.0
367,753.0,5.0,0.0,1.3,2.0,0,0.0
368,365.0,2.0,36.0,0.5,4.0,149,6.0
369,350.0,1.0,23.0,0.29,2.0,324,9.0
370,586.0,3.0,123.0,1.57,11.0,111,17.0
371,450.0,1.0,1.0,0.02,1.0,362,0.0
372,707.0,3.0,3.0,0.06,1.0,0,0.0
373,440.0,1.0,0.0,1.3,1.0,363,0.0
374,261.0,2.0,76.0,1.0,1.0,130,16.0
375,1014.0,3.0,0.0,1.3,1.0,178,0.0
376,312.0,1.0,3.0,0.05,1.0,293,2.0
377,315.0,3.0,93.0,1.16,1.0,263,0.0
378,449.0,2.0,62.0,0.77,5.0,233,0.0
379,497.0,1.0,15.4,2.46,1.0,23,23.0
380,736.0,4.0,0.0,1.3,1.0,358,0.0
381,771.0,1.0,0.0,1.3,1.0,365,0.0
382,1500.0,1.0,76.0,0.94,15.0,0,0.0
383,325.0,3.0,26.0,0.33,1.0,171,2.0
384,500.0,1.0,89.0,1.11,15.0,0,0.0
385,250.0,2.0,76.0,1.08,2.0,176,17.0
386,747.0,2.0,1.0,0.02,3.0,80,0.0
387,555.0,4.0,16.0,0.24,2.0,303,6.0
388,363.0,30.0,1.0,0.04,2.0,365,0.0
389,415.0,1.0,27.0,0.34,2.0,302,2.0
390,550.0,2.0,84.0,1.18,1.0,179,10.0
391,480.0,1.0,19.0,0.24,3.0,141,0.0
392,1399.0,1.0,32.0,0.42,5.0,100,0.0
393,500.0,2.0,2.0,0.03,1.0,363,1.0
394,323.0,5.0,63.0,0.81,1.0,301,0.0
395,300.0,1.0,3.0,0.04,1.0,364,0.0
396,286.0,3.0,0.0,1.3,7.0,361,0.0
397,306.0,1.0,1.0,0.02,1.0,364,0.0
398,290.0,3.0,11.0,0.14,7.0,362,8.0
399,450.0,15.0,0.0,1.3,1.0,180,0.0
400,507.0,3.0,27.0,0.37,6.0,364,0.0
401,432.0,2.0,42.0,0.55,1.0,296,23.0
402,300.0,2.0,18.0,0.32,1.0,263,0.0
403,608.0,1.0,13.0,0.17,2.0,364,2.0
404,300.0,1.0,84.0,1.05,2.0,264,0.0
405,1014.0,2.0,7.0,0.1,1.0,363,0.0
406,720.0,1.0,0.0,1.3,1.0,365,0.0
407,331.0,1.0,78.0,0.99,3.0,84,19.0
408,516.0,2.0,128.0,1.66,3.0,327,16.0
409,203.0,2.0,55.0,0.7,1.0,175,0.0
410,460.0,1.0,15.4,2.98,1.0,338,22.0
411,313.0,1.0,7.0,0.65,1.0,153,7.0
412,742.2,1.0,0.0,1.3,1.0,365,0.0
413,450.0,2.0,33.0,0.58,1.0,265,2.0
414,500.0,5.0,18.0,0.26,2.0,228,8.0
415,561.0,3.0,110.0,1.41,11.0,139,19.0
416,608.0,1.0,1.0,0.01,2.0,364,0.0
417,200.0,5.0,65.0,0.85,3.0,335,2.0
418,606.0,3.0,1.0,0.01,1.0,363,0.0
419,290.0,1.0,40.0,0.77,1.0,171,0.0
420,629.0,2.0,4.0,0.05,1.0,365,0.0
421,1313.0,1.0,0.0,1.3,1.0,365,0.0
422,250.0,2.0,0.0,1.3,2.0,365,0.0
423,203.0,4.0,0.0,1.3,1.0,364,0.0
424,350.0,2.0,3.0,0.04,1.0,172,0.0
425,590.0,1.0,42.0,0.78,3.0,142,0.0
426,251.0,2.0,54.0,3.11,1.0,73,32.0
427,298.0,2.0,0.0,1.3,1.0,173,0.0
428,450.0,5.0,11.0,0.23,5.0,49,2.0
429,500.0,2.0,73.0,1.02,8.0,295,6.0
430,376.0,3.0,19.0,0.25,3.0,362,7.0
431,594.0,2.0,31.0,0.41,2.0,341,1.0
432,744.0,1.0,15.4,2.26,6.0,342,1.0
433,400.0,28.0,1.0,0.02,1.0,365,0.0
434,650.0,1.0,40.0,0.58,1.0,0,0.0
435,972.0,1.0,15.4,4.69,6.0,308,49.0
436,871.0,1.0,160.0,2.94,6.0,318,41.0
437,600.0,1.0,119.0,1.53,6.0,325,23.0
438,290.0,2.0,15.0,0.2,2.0,0,0.0
439,4000.0,2.0,13.0,0.18,1.0,365,0.0
440,451.0,3.0,138.0,1.77,11.0,138,29.0
441,910.0,1.0,57.0,0.75,1.0,356,9.0
442,328.0,4.0,9.0,0.13,2.0,293,0.0
443,2989.0,1.0,5.0,0.07,3.0,344,1.0
444,1390.0,1.0,0.0,1.3,1.0,363,0.0
445,200.0,2.9,2.0,0.06,3.0,365,0.0
446,230.0,2.0,21.0,0.29,2.0,4,0.0
447,710.0,1.0,0.0,1.3,2.0,362,0.0
448,577.0,8.0,0.0,1.3,1.0,365,0.0
449,1500.0,2.0,0.0,1.3,1.0,363,0.0
450,606.0,3.0,15.4,2.29,1.0,312,23.0
451,363.0,1.0,2.0,0.03,2.0,172,0.0
452,345.0,1.0,15.4,4.09,3.0,2,7.0
453,350.0,1.0,8.0,0.11,1.0,264,2.0
454,710.0,6.0,0.0,1.3,2.0,363,0.0
455,5048.0,1.0,0.0,1.3,19.0,365,0.0
456,426.0,2.0,64.0,0.85,7.0,349,6.0
457,3382.0,1.0,0.0,1.3,19.0,365,0.0
458,600.0,1.0,13.0,0.19,2.0,259,0.0
459,5553.0,1.0,0.0,1.3,19.0,362,0.0
460,363.0,2.0,70.0,0.93,2.0,350,5.0
461,285.0,1.0,69.0,1.03,5.0,322,7.0
462,370.0,2.0,14.0,0.19,1.0,363,1.0
463,500.0,1.0,79.0,2.04,8.0,365,19.0
464,426.0,2.0,36.0,0.48,7.0,187,3.0
465,360.0,1.0,7.0,0.14,1.0,0,0.0
466,1014.0,2.0,13.0,0.21,1.0,365,1.0
467,606.0,2.0,143.0,1.94,1.0,188,4.0
468,300.0,2.9,0.0,1.3,1.0,365,0.0
469,319.0,3.0,0.0,1.3,1.0,365,0.0
470,756.0,3.0,73.0,0.98,8.0,329,0.0
471,660.0,2.0,79.0,1.05,1.0,364,8.0
472,300.0,3.0,24.0,0.35,1.0,362,1.0
473,650.0,3.0,44.0,0.59,1.0,354,13.0
474,503.0,3.0,15.4,2.42,11.0,141,15.0
475,3736.0,1.0,0.0,1.3,19.0,365,0.0
476,399.0,2.0,15.4,3.6,1.0,363,24.0
477,4543.0,1.0,1.0,0.02,19.0,362,0.0
478,1817.0,1.0,0.0,1.3,19.0,365,0.0
479,480.0,2.0,0.0,1.3,1.0,88,0.0
480,250.0,1.0,77.0,1.05,11.0,355,23.0
481,220.0,3.0,23.0,0.31,2.0,294,2.0
482,365.0,1.0,0.0,1.3,1.0,358,0.0
483,811.0,1.0,0.0,1.3,1.0,89,0.0
484,650.0,5.0,1.0,0.03,3.0,356,0.0
485,300.0,2.0,45.0,0.6,1.0,364,6.0
486,1399.0,1.0,84.0,1.1,5.0,7,2.0
487,214.0,5.0,1.0,0.03,1.0,0,0.0
488,1314.0,2.0,2.0,0.03,1.0,125,0.0
489,540.0,1.0,10.0,0.14,27.0,172,0.0
490,606.0,1.0,162.0,2.12,6.0,281,31.0
491,1014.0,1.0,0.0,1.3,1.0,358,0.0
492,565.0,2.0,36.0,0.51,2.0,18,3.0
493,353.0,1.0,15.4,2.51,11.0,337,40.0
494,430.0,1.0,11.0,0.14,1.0,364,4.0
495,400.0,2.0,1.0,0.02,1.0,83,0.0
496,303.0,2.0,103.0,1.37,37.0,86,23.0
497,283.0,2.0,132.0,1.77,37.0,67,22.0
498,365.0,3.0,18.0,0.24,2.0,48,6.0
499,573.0,1.0,9.0,0.13,2.0,365,0.0
500,604.0,5.0,54.0,0.74,1.0,159,13.0
501,288.0,1.0,6.0,0.08,1.0,363,0.0
502,2028.0,1.0,0.0,1.3,1.0,23,0.0
503,4500.0,1.0,0.0,1.3,1.0,365,0.0
504,1000.0,2.0,7.0,0.09,1.0,364,1.0
505,484.0,3.0,154.0,2.04,11.0,133,26.0
506,848.0,2.0,37.0,0.5,8.0,338,1.0
507,500.0,3.0,1.0,0.03,1.0,365,0.0
508,450.0,5.0,23.0,0.42,1.0,83,6.0
509,380.0,2.0,2.0,0.07,1.0,364,0.0
510,334.0,1.0,0.0,1.3,1.0,365,0.0
511,400.0,2.0,3.0,0.04,7.0,363,0.0
512,400.0,2.0,9.0,0.14,7.0,363,2.0
513,678.0,1.0,15.4,2.32,15.0,350,40.0
514,299.0,3.0,3.0,0.1,3.0,178,2.0
515,694.0,1.0,0.0,1.3,1.0,365,0.0
516,255.0,2.0,30.0,0.46,1.0,87,5.0
517,600.0,1.0,15.4,2.76,6.0,182,19.0
518,264.0,1.0,7.0,0.1,1.0,339,0.0
519,550.0,1.0,13.0,0.18,2.0,298,6.0
520,507.0,2.0,22.0,0.3,7.0,362,2.0
521,400.0,2.0,11.0,0.16,7.0,363,3.0
522,464.0,2.0,7.0,0.11,3.0,317,2.0
523,556.0,2.0,16.0,0.22,1.0,321,11.0
524,210.0,3.0,36.0,0.69,1.0,80,0.0
525,384.0,1.0,11.0,0.15,2.0,365,0.0
526,599.0,1.0,13.0,0.18,18.0,190,4.0
527,700.0,2.0,4.0,0.06,2.0,265,0.0
528,200.0,2.0,10.0,0.3,1.0,364,6.0
529,1014.0,1.0,2.0,0.03,1.0,88,0.0
530,250.0,2.0,53.0,0.76,2.0,358,6.0
531,2251.0,1.0,0.0,1.3,1.0,365,0.0
532,400.0,1.0,0.0,1.3,1.0,177,0.0
533,600.0,1.0,1.0,0.79,3.0,357,1.0
534,406.0,3.0,0.0,1.3,1.0,362,0.0
535,500.0,1.0,1.0,0.01,2.0,363,0.0
536,240.0,2.0,8.0,0.16,3.0,0,0.0
537,606.0,6.0,0.0,1.3,1.0,0,0.0
538,750.0,2.9,1.0,0.02,1.0,0,0.0
539,1202.0,1.0,110.0,1.98,4.0,283,5.9
540,600.0,2.0,112.0,1.65,1.0,18,0.0
541,380.0,2.0,11.0,0.19,2.0,89,2.0
542,280.0,1.0,38.0,0.53,1.0,0,0.0
543,913.0,2.0,10.0,0.15,1.0,88,2.0
544,250.0,1.0,4.0,4.0,18.0,174,4.0
545,1100.0,2.0,0.0,1.3,2.0,83,0.0
546,1414.0,1.0,0.0,1.3,1.0,88,0.0
547,398.0,14.0,32.0,0.45,5.0,327,2.0
548,1337.0,1.0,17.0,0.54,4.0,283,16.0
549,489.0,7.0,0.0,1.3,1.0,358,0.0
550,1607.0,1.0,22.0,0.57,4.0,91,21.0
551,913.0,4.0,0.0,1.3,1.0,83,0.0
552,1922.0,1.0,5.0,0.13,4.0,269,1.0
553,450.0,1.0,27.0,0.37,1.0,365,1.0
554,800.0,2.0,0.0,1.3,1.0,89,0.0
555,1000.0,1.0,0.0,1.3,1.0,365,0.0
556,403.0,1.0,46.0,0.65,15.0,357,12.0
557,456.0,1.0,55.0,0.77,15.0,364,35.0
558,250.0,3.0,10.0,0.14,2.0,72,6.0
559,350.0,2.0,0.0,1.3,1.0,83,0.0
560,599.0,1.0,12.0,0.29,18.0,95,6.0
561,480.0,1.0,0.0,1.3,2.0,89,0.0
562,550.0,1.0,2.0,0.04,2.0,365,0.0
563,447.0,3.0,146.0,2.13,11.0,140,35.0
564,350.0,1.0,28.0,0.4,1.0,324,8.0
565,495.0,1.0,142.0,1.91,23.0,351,9.0
566,742.2,1.0,0.0,1.3,1.0,358,0.0
567,1379.0,1.0,0.0,1.3,2.0,87,0.0
568,345.0,1.0,35.0,0.48,2.0,83,0.0
569,487.0,1.0,96.0,1.29,2.0,356,0.0
570,1927.0,3.0,0.0,1.3,1.0,365,0.0
571,453.0,7.0,47.0,0.66,2.0,341,6.0
572,346.0,1.0,61.0,0.83,4.0,362,18.0
573,550.0,6.0,0.0,1.3,1.0,363,0.0
574,350.0,2.0,0.0,1.3,1.0,362,0.0
575,300.0,2.0,28.0,0.39,2.0,81,6.0
576,710.0,2.0,40.0,0.55,1.0,89,1.0
577,980.0,2.0,40.0,0.59,2.0,178,8.0
578,1100.0,1.0,18.0,0.3,8.0,90,6.0
579,609.0,1.0,127.0,1.75,5.0,329,20.0
580,406.0,1.0,1.0,0.01,6.0,324,0.0
581,380.0,5.0,0.0,1.3,8.0,363,0.0
582,450.0,3.0,26.0,0.37,4.0,360,4.0
583,333.0,1.0,55.0,0.75,2.0,354,2.0
584,220.0,15.0,6.0,0.08,6.0,325,0.0
585,380.0,5.0,0.0,1.3,8.0,88,0.0
586,1394.0,7.0,0.0,1.3,1.0,364,0.0
587,800.0,2.0,1.0,0.02,7.0,172,0.0
588,913.0,1.0,37.0,0.51,8.0,356,3.0
589,1115.0,1.0,62.0,0.86,8.0,356,2.0
590,505.0,1.0,2.0,0.07,2.0,266,1.0
591,406.0,1.0,35.0,0.51,1.0,80,0.0
592,249.0,2.0,5.0,0.07,2.0,141,0.0
593,250.0,1.0,18.0,0.25,1.0,0,0.0
594,500.0,1.0,0.0,1.3,1.0,365,0.0
595,2028.0,1.0,0.0,1.3,1.0,365,0.0
596,400.0,3.0,10.0,1.15,1.0,0,10.0
597,350.0,1.0,4.0,0.09,9.0,347,2.0
598,383.0,1.0,2.0,0.49,1.0,365,2.0
599,400.0,1.0,0.0,1.3,1.0,365,0.0
600,780.0,7.0,7.0,0.1,5.0,171,0.0
601,453.0,3.0,32.0,0.44,4.0,354,11.0
602,206.0,2.0,8.0,0.11,1.0,0,3.0
603,270.0,1.0,14.0,0.2,1.0,130,1.0
604,360.0,7.0,1.0,0.02,1.0,265,0.0
605,469.0,3.0,0.0,1.3,2.0,365,0.0
606,780.0,7.0,27.0,0.39,5.0,57,0.0
607,223.0,7.0,0.0,1.3,1.0,354,0.0
608,586.0,2.0,24.0,0.55,2.0,89,3.0
609,680.0,2.0,38.0,0.55,2.0,178,8.0
610,505.0,2.0,3.0,0.18,1.0,151,2.0
611,811.0,2.0,2.0,0.03,7.0,278,0.0
612,215.0,1.0,11.0,0.29,2.0,334,5.0
613,811.0,2.0,0.0,1.3,6.0,363,0.0
614,799.0,1.0,25.0,0.35,18.0,270,2.0
615,1623.0,2.0,0.0,1.3,1.0,179,0.0
616,300.0,1.0,0.0,1.3,1.0,0,0.0
617,505.0,3.0,80.0,1.11,1.0,64,14.0
618,304.0,1.0,4.0,0.05,1.0,362,0.0
619,520.0,3.0,11.0,0.15,1.0,170,5.0
620,300.0,3.0,26.0,0.4,1.0,178,8.0
621,400.0,2.0,4.0,0.05,7.0,363,0.0
622,2535.0,1.0,13.0,0.19,8.0,90,4.0
623,1100.0,1.0,0.0,1.3,1.0,365,0.0
624,450.0,2.0,10.0,0.14,1.0,324,1.0
625,2535.0,2.0,14.0,0.2,8.0,358,0.0
626,426.0,2.0,79.0,1.09,7.0,357,12.0
627,309.0,3.0,23.0,0.32,5.0,266,0.0
628,2619.0,1.0,0.0,1.3,1.0,364,0.0
629,406.0,1.0,0.0,1.3,1.0,365,0.0
630,4543.0,1.0,1.0,0.01,19.0,363,0.0
631,400.0,2.0,6.0,0.08,2.0,349,1.0
632,895.0,1.0,18.0,0.34,4.0,208,4.0
633,400.0,3.0,7.0,0.12,5.0,90,1.0
634,884.0,14.0,28.0,0.39,5.0,245,0.0
635,503.0,2.0,40.0,1.12,3.0,68,16.0
636,339.0,3.0,13.0,0.2,1.0,324,7.0
637,895.0,1.0,0.0,1.3,4.0,98,0.0
638,550.0,1.0,1.0,0.01,1.0,363,0.0
639,895.0,1.0,19.0,0.26,4.0,359,2.0
640,550.0,1.0,64.0,1.05,15.0,359,31.0
641,695.0,1.0,11.0,0.15,4.0,312,3.0
642,500.0,2.0,116.0,1.65,2.0,359,19.0
643,240.0,2.0,75.0,1.72,3.0,77,5.0
644,335.0,2.0,6.0,0.1,1.0,363,0.0
645,6084.0,1.0,0.0,1.3,1.0,178,0.0
646,200.0,1.0,1.0,0.02,1.0,363,0.0
647,264.0,5.0,41.0,0.63,4.0,172,23.0
648,649.0,1.0,24.0,0.36,1.0,86,6.0
649,650.0,7.0,38.0,0.59,1.0,21,0.0
650,375.0,5.0,0.0,1.3,1.0,89,0.0
651,200.0,2.0,27.0,0.39,2.0,0,0.0
652,444.0,1.0,15.4,6.27,6.0,338,42.0
653,619.0,1.0,0.0,1.3,1.0,88,0.0
654,1111.0,2.0,0.0,1.3,1.0,365,0.0
655,290.0,5.0,44.0,0.64,1.0,163,11.0
656,392.0,7.0,16.0,0.23,5.0,269,3.0
657,398.0,14.0,12.0,0.17,5.0,314,0.0
658,250.0,2.0,3.0,0.04,2.0,363,0.0
659,400.0,1.0,11.0,0.16,3.0,125,0.0
660,764.0,20.0,3.0,0.04,3.0,179,0.0
661,500.0,2.0,31.0,0.45,3.0,179,2.0
662,363.0,30.0,2.0,0.03,2.0,0,0.0
663,390.0,7.0,6.0,0.08,2.0,18,0.0
664,500.0,2.0,49.0,0.69,2.0,359,5.0
665,379.0,1.0,5.0,0.08,1.0,365,0.0
666,406.0,1.0,155.0,2.62,3.0,263,13.0
667,210.0,2.0,3.0,0.04,2.0,171,1.0
668,500.0,1.0,0.0,1.3,1.0,364,0.0
669,1000.0,2.0,51.0,0.74,1.0,188,1.0
670,600.0,1.0,2.0,0.06,1.0,364,1.0
671,521.0,1.0,15.4,3.83,2.0,327,53.0
672,250.0,2.0,2.0,0.03,1.0,362,0.0
673,710.0,2.0,5.0,0.07,1.0,364,0.0
674,700.0,2.0,1.0,0.03,1.0,365,0.0
675,500.0,2.0,20.0,0.28,2.0,259,6.0
676,1200.0,1.0,4.0,0.06,1.0,364,0.0
677,450.0,2.0,6.0,0.1,3.0,170,0.0
678,219.0,4.0,13.0,0.23,2.0,179,0.0
679,370.0,3.0,4.0,0.07,5.0,365,1.0
680,516.0,1.0,15.4,4.65,2.0,319,74.0
681,263.0,5.0,34.0,0.48,4.0,290,10.0
682,254.0,7.0,14.0,0.22,2.0,233,1.0
683,750.0,2.0,119.0,1.69,1.0,66,6.0
684,205.0,28.0,21.0,0.3,8.0,19,3.0
685,1500.0,1.0,0.0,1.3,1.0,365,0.0
686,404.0,2.0,15.4,2.65,4.0,147,45.0
687,330.0,1.0,6.0,0.11,2.0,355,0.0
688,700.0,1.0,17.0,0.24,1.0,365,0.0
689,1599.0,1.0,0.0,1.3,1.0,364,0.0
690,994.0,1.0,0.0,1.3,1.0,364,0.0
691,429.0,2.0,0.0,1.3,2.0,178,0.0
692,700.0,2.0,12.0,0.17,2.0,364,0.0
693,360.0,1.0,0.0,1.3,2.0,178,0.0
694,270.0,2.0,25.0,0.37,2.0,365,0.0
695,786.0,20.0,3.0,0.07,3.0,365,0.0
696,900.0,2.0,39.0,0.56,2.0,268,5.0
697,700.0,3.0,0.0,1.3,1.0,358,0.0
698,750.0,2.0,18.0,0.28,1.0,362,0.0
699,350.0,2.0,20.0,0.31,1.0,324,6.0
700,200.0,1.0,8.0,0.14,1.0,327,0.0
701,380.0,2.0,29.0,0.45,7.0,297,9.0
702,500.0,16.0,2.0,0.03,1.0,358,0.0
703,264.0,2.0,72.0,1.03,1.0,293,8.0
704,350.0,30.0,0.0,1.3,6.0,195,0.0
705,343.0,2.0,1.0,0.02,1.0,179,0.0
706,350.0,3.0,0.0,1.3,1.0,90,0.0
707,295.0,2.0,8.0,0.23,1.0,90,0.0
708,680.0,2.0,39.0,0.56,1.0,89,1.0
709,200.0,1.0,108.0,1.55,1.0,202,0.0
710,280.0,2.0,28.0,0.44,3.0,233,1.0
711,240.0,3.0,22.0,0.31,2.0,293,0.0
712,608.0,2.0,15.4,2.45,1.0,305,13.0
713,500.0,2.0,154.0,2.26,4.0,324,0.0
714,313.0,4.0,15.4,3.97,3.0,321,19.0
715,200.0,5.0,37.0,0.53,3.0,340,3.0
716,450.0,2.0,137.0,2.52,4.0,293,3.0
717,550.0,1.0,6.0,0.09,1.0,263,0.0
718,530.0,4.0,134.0,1.89,3.0,75,22.0
719,3635.0,3.0,4.0,0.06,2.0,362,0.0
720,500.0,1.0,37.0,0.53,1.0,319,0.0
721,221.0,1.0,15.4,3.06,3.0,321,44.0
722,471.0,1.0,89.0,1.33,3.0,86,16.0
723,909.0,3.0,16.0,0.24,2.0,170,0.0
724,1700.0,1.0,24.0,0.34,8.0,356,0.0
725,205.0,1.0,126.0,1.81,2.0,316,23.0
726,500.0,1.0,7.0,0.1,1.0,364,1.0
727,250.0,2.0,0.0,1.3,2.0,356,0.0
728,304.0,1.0,0.0,1.3,6.0,324,0.0
729,232.0,1.0,0.0,1.3,6.0,324,0.0
730,350.0,2.0,0.0,1.3,1.0,87,0.0
731,700.0,1.0,6.0,0.09,1.0,365,0.0
732,340.0,3.0,46.0,0.66,4.0,292,7.0
733,642.0,2.0,20.0,0.29,2.0,359,6.0
734,360.0,5.0,2.0,0.04,5.0,361,0.0
735,250.0,1.0,47.0,0.78,2.0,362,7.0
736,308.0,2.0,15.4,3.15,2.0,320,44.0
737,707.0,1.0,15.4,3.1,1.0,317,27.0
738,427.0,15.0,25.0,0.36,2.0,303,4.0
739,285.0,1.0,16.0,0.23,1.0,342,2.0
