,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
1770,250.0,1.0,42.0,0.89,1.0,359,20.0
1771,830.0,1.0,15.4,3.8,3.0,172,47.0
1772,500.0,1.0,0.0,1.3,1.0,83,0.0
1773,548.0,1.0,0.0,1.3,1.0,81,0.0
1774,3115.0,1.0,1.0,0.02,1.0,179,0.0
1775,300.0,3.0,10.0,0.22,1.0,256,6.0
1776,837.0,2.0,82.0,1.81,1.0,136,24.0
1777,600.0,1.0,0.0,1.3,1.0,83,0.0
1778,310.0,1.0,76.0,1.49,2.0,322,7.0
1779,2361.0,2.0,0.0,1.3,2.0,339,0.0
1780,700.0,1.0,0.0,1.3,1.0,365,0.0
1781,796.0,3.0,26.0,0.56,10.0,332,15.0
1782,1420.0,2.0,130.0,2.54,10.0,175,9.0
1783,450.0,30.0,28.0,0.54,1.0,88,0.0
1784,230.0,1.0,53.0,1.03,1.0,0,0.0
1785,1014.0,1.0,24.0,0.48,6.0,277,3.0
1786,568.0,3.0,0.0,1.3,2.0,177,0.0
1787,700.0,3.0,0.0,1.3,1.0,364,0.0
1788,350.0,2.0,30.0,0.59,1.0,356,0.0
1789,1014.0,1.0,31.0,0.62,6.0,287,6.0
1790,275.0,2.0,24.0,0.48,1.0,364,3.0
1791,913.0,1.0,49.0,0.95,6.0,279,19.0
1792,400.0,3.0,21.0,0.41,1.0,141,13.0
1793,913.0,1.0,31.0,0.6,6.0,282,6.0
1794,400.0,1.0,0.0,1.3,1.0,89,0.0
1795,200.0,8.0,1.0,0.02,1.0,364,0.0
1796,408.0,1.0,149.0,3.43,1.0,331,48.0
1797,350.0,2.0,2.0,0.04,1.0,153,0.0
1798,500.0,7.0,0.0,1.3,1.0,365,0.0
1799,183.0,7.0,0.0,1.3,1.0,365,0.0
1800,360.0,4.0,38.0,0.74,2.0,250,7.0
1801,427.0,2.9,1.0,0.03,1.0,363,0.0
1802,603.0,2.0,15.4,4.19,2.0,76,50.0
1803,500.0,1.0,2.0,0.04,3.0,170,0.0
1804,210.0,1.0,9.0,0.21,2.0,0,0.0
1805,356.0,1.0,110.0,2.57,1.0,0,42.0
1806,485.0,1.0,86.0,1.7,1.0,361,31.0
1807,450.0,1.0,30.0,0.58,1.0,171,0.0
1808,212.0,1.0,6.0,0.13,3.0,325,2.0
1809,210.0,1.0,23.0,0.46,2.0,0,0.0
1810,269.0,1.0,96.0,1.87,9.0,339,22.0
1811,206.0,1.0,9.0,0.24,3.0,354,4.0
1812,250.0,3.0,5.0,0.1,1.0,170,0.0
1813,480.0,2.0,61.0,1.21,2.0,180,7.0
1814,185.0,2.9,0.0,1.3,1.0,180,0.0
1815,392.0,2.0,7.0,0.14,1.0,49,2.0
1816,385.0,1.0,3.0,0.06,1.0,20,0.0
1817,350.0,1.0,3.0,0.06,1.0,362,0.0
1818,422.0,1.0,15.4,1.1,4.0,177,5.9
1819,903.0,1.0,101.0,2.13,7.0,161,18.0
1820,497.0,1.0,103.0,2.15,1.0,167,41.0
1821,250.0,1.0,0.0,1.3,2.0,34,0.0
1822,350.0,3.0,1.0,0.02,1.0,358,0.0
1823,220.0,1.0,2.0,0.05,1.0,202,0.0
1824,534.0,1.0,69.0,1.42,11.0,0,15.0
1825,350.0,2.0,0.0,1.3,1.0,90,0.0
1826,2500.0,1.0,8.0,0.18,17.0,270,3.0
1827,350.0,2.0,36.0,0.71,2.0,0,0.0
1828,444.0,2.0,6.0,1.96,1.0,101,6.0
1829,500.0,2.0,2.0,0.04,1.0,365,0.0
1830,200.0,15.0,4.0,0.08,1.0,138,0.0
1831,695.0,1.0,12.0,0.25,7.0,90,3.0
1832,200.0,2.9,0.0,1.3,1.0,0,0.0
1833,329.0,3.0,0.0,1.3,4.0,340,0.0
1834,275.0,1.0,0.0,1.3,1.0,179,0.0
1835,609.0,1.0,46.0,0.9,12.0,282,4.0
1836,500.0,2.0,21.0,0.41,1.0,364,0.0
1837,3500.0,1.0,1.0,0.02,1.0,365,0.0
1838,280.0,1.0,15.0,0.3,3.0,12,0.0
1839,600.0,1.0,2.0,0.05,1.0,180,0.0
1840,639.0,2.0,2.0,0.04,2.0,263,0.0
1841,557.0,1.0,99.0,1.95,12.0,288,25.0
1842,750.0,7.0,1.0,0.02,5.0,365,0.0
1843,800.0,1.0,1.0,0.02,2.0,363,0.0
1844,2000.0,1.0,0.0,1.3,1.0,180,0.0
1845,500.0,1.0,125.0,2.47,2.0,359,24.0
1846,600.0,7.0,0.0,1.3,2.0,365,0.0
1847,587.0,2.0,110.0,2.75,3.0,6,6.0
1848,550.0,2.0,14.0,0.39,2.0,80,2.0
1849,409.0,1.0,0.0,1.3,2.0,160,0.0
1850,1002.0,1.0,15.0,0.29,1.0,360,6.0
1851,790.0,1.0,0.0,1.3,3.0,363,0.0
1852,650.0,1.0,11.0,0.22,2.0,364,0.0
1853,514.0,2.0,141.0,2.78,1.0,234,41.0
1854,500.0,3.0,1.0,0.02,1.0,364,0.0
1855,400.0,1.0,0.0,1.3,1.0,88,0.0
1856,406.0,1.0,14.0,0.49,6.0,354,10.0
1857,370.0,1.0,1.0,0.03,2.0,89,0.0
1858,909.0,3.0,4.0,0.09,2.0,18,0.0
1859,319.0,3.0,24.0,0.5,18.0,210,9.0
1860,300.0,2.0,1.0,0.02,1.0,364,0.0
1861,950.0,2.0,0.0,1.3,1.0,0,0.0
1862,450.0,1.0,1.0,0.03,1.0,83,0.0
1863,320.0,1.0,20.0,0.4,1.0,75,5.0
1864,500.0,2.0,2.0,0.04,1.0,49,0.0
1865,3231.0,1.0,0.0,1.3,22.0,365,0.0
1866,811.0,2.0,1.0,0.02,1.0,364,0.0
1867,500.0,1.0,29.0,0.58,1.0,0,0.0
1868,300.0,3.0,0.0,1.3,2.0,365,0.0
1869,446.0,1.0,15.4,5.19,4.0,172,51.0
1870,225.0,3.0,15.0,0.48,2.0,174,10.0
1871,600.0,2.0,102.0,2.07,2.0,337,27.0
1872,245.0,1.0,55.0,1.09,2.0,202,0.0
1873,325.0,3.0,0.0,1.3,3.0,0,0.0
1874,600.0,1.0,14.0,0.57,1.0,178,2.0
1875,357.0,3.0,83.0,1.66,1.0,2,31.0
1876,450.0,1.0,0.0,1.3,1.0,359,0.0
1877,1820.0,2.0,3.0,0.07,3.0,174,0.0
1878,600.0,1.0,26.0,0.51,3.0,355,0.0
1879,390.0,2.0,14.0,0.28,1.0,180,0.0
1880,900.0,5.0,0.0,1.3,1.0,87,0.0
1881,1420.0,1.0,0.0,1.3,2.0,180,0.0
1882,250.0,1.0,18.0,0.36,1.0,140,0.0
1883,490.0,3.0,28.0,0.61,2.0,309,0.0
1884,250.0,3.0,4.0,0.14,2.0,365,0.0
1885,210.0,2.0,16.0,0.32,1.0,112,0.0
1886,5553.0,1.0,1.0,0.08,3.0,365,0.0
1887,6341.0,1.0,0.0,1.3,3.0,365,0.0
1888,450.0,1.0,6.0,0.15,1.0,24,1.0
1889,450.0,1.0,0.0,1.3,1.0,83,0.0
1890,269.0,2.0,36.0,0.71,1.0,170,14.0
1891,240.0,1.0,25.0,0.52,3.0,0,0.0
1892,1115.0,5.0,59.0,1.2,1.0,293,10.0
1893,400.0,3.0,10.0,0.2,1.0,0,1.0
1894,370.0,1.0,42.0,0.84,1.0,78,0.0
1895,550.0,2.0,5.0,0.11,3.0,174,2.0
1896,250.0,1.0,1.0,0.04,3.0,170,0.0
1897,235.0,2.0,80.0,1.62,1.0,170,1.0
1898,670.0,3.0,1.0,0.55,3.0,120,1.0
1899,322.0,1.0,15.4,5.35,7.0,83,5.9
1900,330.0,1.0,98.0,2.01,1.0,24,3.0
1901,250.0,1.0,8.0,0.18,3.0,119,0.0
1902,300.0,1.0,9.0,0.19,1.0,141,0.0
1903,1118.0,5.0,0.0,1.3,2.0,364,0.0
1904,764.0,2.0,0.0,1.3,1.0,178,0.0
1905,1414.0,1.0,0.0,1.3,1.0,179,0.0
1906,600.0,5.0,2.0,0.04,2.0,364,0.0
1907,312.0,3.0,19.0,0.41,18.0,0,2.0
1908,231.0,2.0,16.0,0.32,3.0,48,0.0
1909,420.0,2.0,74.0,1.49,2.0,183,19.0
1910,338.0,1.0,1.0,0.06,1.0,364,0.0
1911,200.0,1.0,17.0,0.87,4.0,306,9.0
1912,750.0,3.0,14.0,0.28,1.0,364,0.0
1913,200.0,1.0,7.0,0.14,4.0,289,4.0
1914,909.0,5.0,29.0,0.58,3.0,254,2.0
1915,720.0,2.0,52.0,1.04,2.0,176,13.0
1916,300.0,1.0,7.0,0.3,1.0,364,6.0
1917,505.0,9.0,0.0,1.3,1.0,179,0.0
1918,200.0,1.0,1.0,0.43,3.0,170,1.0
1919,235.0,2.0,23.0,0.47,3.0,171,1.0
1920,909.0,5.0,55.0,1.11,3.0,252,12.0
1921,414.0,1.0,15.4,4.22,4.0,177,51.0
1922,490.0,1.0,46.0,0.95,1.0,89,17.0
1923,349.0,1.0,27.0,0.56,2.0,135,11.0
1924,540.0,2.0,9.0,0.23,1.0,170,0.0
1925,231.0,1.0,39.0,0.8,3.0,48,0.0
1926,224.0,1.0,35.0,0.73,3.0,0,1.0
1927,539.0,1.0,147.0,3.01,7.0,359,30.0
1928,284.0,7.0,11.0,0.23,2.0,157,4.0
1929,380.0,1.0,22.0,0.46,1.0,0,0.0
1930,200.0,1.0,12.0,0.24,2.0,324,2.0
1931,507.0,2.0,96.0,1.97,3.0,345,48.0
1932,710.0,1.0,0.0,1.3,2.0,352,0.0
1933,650.0,2.0,8.0,0.16,1.0,172,0.0
1934,214.0,1.0,18.0,0.38,2.0,16,10.0
1935,200.0,1.0,8.0,0.16,1.0,171,0.0
1936,215.0,1.0,2.0,0.06,2.0,1,0.0
1937,700.0,1.0,4.0,0.09,3.0,171,0.0
1938,700.0,1.0,7.0,0.14,3.0,356,0.0
1939,386.0,1.0,21.0,0.46,2.0,293,1.0
1940,500.0,3.0,0.0,1.3,1.0,365,0.0
1941,350.0,1.0,1.0,0.04,1.0,365,0.0
1942,600.0,1.0,1.0,0.02,2.0,180,0.0
1943,550.0,1.0,29.0,0.59,2.0,18,0.0
1944,340.0,6.0,0.0,1.3,2.0,362,0.0
1945,289.0,2.0,15.4,5.07,1.0,246,67.0
1946,2650.0,1.0,2.0,0.04,1.0,90,0.0
1947,1043.0,1.0,15.4,3.72,1.0,58,25.0
1948,552.0,1.0,144.0,3.06,4.0,356,34.0
1949,350.0,2.0,19.0,0.38,3.0,11,3.0
1950,365.0,28.0,1.0,0.02,7.0,355,0.0
1951,500.0,5.0,9.0,0.18,1.0,89,0.0
1952,200.0,6.0,0.0,1.3,1.0,365,0.0
1953,350.0,30.0,28.0,0.58,5.0,140,0.0
1954,1250.0,1.0,1.0,0.03,35.0,360,0.0
1955,700.0,1.0,1.0,0.02,1.0,179,0.0
1956,548.0,2.0,62.0,1.28,3.0,320,19.0
1957,714.0,8.0,8.0,0.16,1.0,88,0.0
1958,742.2,2.0,0.0,1.3,1.0,90,0.0
1959,1035.0,2.0,123.0,2.47,2.0,346,44.0
1960,575.0,1.0,58.0,1.2,1.0,356,12.0
1961,400.0,1.0,0.0,1.3,1.0,363,0.0
1962,300.0,1.0,0.0,1.3,1.0,179,0.0
1963,500.0,5.0,44.0,0.9,5.0,324,1.0
1964,380.0,1.0,50.0,1.02,20.0,86,24.0
1965,505.0,1.0,0.0,1.3,2.0,270,0.0
1966,399.0,1.0,20.0,0.4,18.0,360,3.0
1967,850.0,1.0,10.0,0.2,1.0,0,0.0
1968,808.0,2.0,1.0,0.02,3.0,364,0.0
1969,3143.0,1.0,0.0,1.3,1.0,365,0.0
1970,900.0,1.0,4.0,0.09,4.0,281,0.0
1971,600.0,1.0,1.0,0.02,1.0,179,0.0
1972,211.0,1.0,13.0,0.26,1.0,171,0.0
1973,563.0,2.0,0.0,1.3,1.0,358,0.0
1974,549.0,5.0,2.0,0.05,1.0,364,0.0
1975,380.0,1.0,0.0,1.3,1.0,365,0.0
1976,1000.0,3.0,0.0,1.3,1.0,180,0.0
1977,650.0,1.0,65.0,1.32,7.0,90,8.0
1978,250.0,1.0,0.0,1.3,3.0,17,0.0
1979,1355.0,2.0,22.0,0.45,1.0,79,0.0
1980,930.0,1.0,37.0,0.82,1.0,17,11.0
1981,200.0,1.0,2.0,0.05,1.0,358,1.0
1982,470.0,2.0,34.0,0.71,12.0,202,5.0
1983,646.0,4.0,145.0,2.98,1.0,154,52.0
1984,300.0,1.0,12.0,0.24,1.0,0,1.0
1985,400.0,2.0,48.0,0.97,1.0,361,14.0
1986,500.0,3.0,4.0,0.08,2.0,295,2.0
1987,400.0,1.0,11.0,0.24,5.0,360,0.0
1988,650.0,1.0,0.0,1.3,4.0,242,0.0
1989,3500.0,1.0,0.0,1.3,1.0,364,0.0
1990,899.0,3.0,15.0,1.97,1.0,310,15.0
1991,600.0,5.0,30.0,0.67,4.0,0,0.0
1992,440.0,1.0,27.0,0.55,5.0,0,5.0
1993,391.0,1.0,122.0,2.53,6.0,281,6.0
1994,400.0,6.0,6.0,0.12,4.0,365,3.0
1995,700.0,1.0,7.0,0.15,4.0,292,0.0
1996,1000.0,3.0,0.0,1.3,1.0,89,0.0
1997,1100.0,2.0,1.0,0.13,1.0,362,1.0
1998,500.0,1.0,19.0,0.39,1.0,0,5.0
1999,500.0,1.0,0.0,1.3,1.0,179,0.0
2000,1400.0,1.0,0.0,1.3,1.0,364,0.0
2001,545.0,1.0,11.0,0.23,7.0,316,3.0
2002,467.0,1.0,1.0,0.02,2.0,179,0.0
2003,250.0,3.0,19.0,0.39,5.0,329,5.0
2004,521.0,1.0,138.0,2.93,2.0,360,21.0
2005,600.0,1.0,11.0,0.23,1.0,175,0.0
2006,300.0,29.0,1.0,0.02,1.0,310,0.0
2007,500.0,1.0,59.0,1.23,2.0,171,14.0
2008,559.0,2.0,103.0,2.15,8.0,0,6.0
2009,478.0,1.0,23.0,3.33,7.0,342,23.0
2010,688.0,1.0,15.4,4.53,29.0,313,67.0
2011,350.0,7.0,0.0,1.3,1.0,365,0.0
2012,600.0,1.0,0.0,1.3,1.0,364,0.0
2013,550.0,1.0,23.0,0.47,1.0,108,6.0
2014,401.0,3.0,13.0,0.29,18.0,365,7.0
2015,364.0,3.0,23.0,0.48,18.0,251,10.0
2016,230.0,2.9,0.0,1.3,1.0,180,0.0
2017,500.0,1.0,13.0,0.29,3.0,346,0.0
2018,500.0,1.0,15.0,0.34,3.0,346,4.0
2019,700.0,2.0,0.0,1.3,1.0,88,0.0
2020,323.0,6.0,18.0,0.38,4.0,0,0.0
2021,300.0,1.0,15.0,0.31,2.0,355,2.0
2022,310.0,5.0,1.0,0.03,1.0,78,0.0
2023,720.0,2.0,41.0,0.86,3.0,333,2.0
2024,975.0,2.0,5.0,0.18,9.0,345,4.0
2025,380.0,3.0,15.0,0.32,1.0,345,8.0
2026,329.0,3.0,4.0,0.08,4.0,360,0.0
2027,3042.0,4.0,13.0,0.27,1.0,365,2.0
2028,2209.0,1.0,0.0,1.3,10.0,344,0.0
2029,2209.0,1.0,0.0,1.3,10.0,355,0.0
2030,3500.0,2.0,0.0,1.3,1.0,0,0.0
2031,380.0,6.0,1.0,0.03,4.0,364,0.0
2032,1918.0,1.0,14.0,0.29,2.0,365,4.0
2033,234.0,2.0,3.0,0.08,1.0,151,2.0
2034,304.0,2.0,11.0,0.23,5.0,365,7.0
2035,480.0,1.0,56.0,1.16,7.0,323,22.0
2036,800.0,1.0,0.0,1.3,1.0,338,0.0
2037,500.0,1.0,1.0,0.02,1.0,179,0.0
2038,2000.0,1.0,0.0,1.3,1.0,89,0.0
2039,680.0,3.0,3.0,0.07,2.0,359,0.0
2040,350.0,1.0,0.0,1.3,1.0,88,0.0
2041,400.0,1.0,18.0,0.38,1.0,360,1.0
2042,600.0,1.0,4.0,0.09,15.0,180,2.0
2043,900.0,1.0,9.0,0.2,15.0,180,0.0
2044,900.0,1.0,56.0,1.18,15.0,180,21.0
2045,270.0,2.0,72.0,1.51,4.0,354,34.0
2046,900.0,1.0,7.0,0.15,15.0,180,1.0
2047,320.0,6.0,8.0,0.2,4.0,0,1.0
2048,240.0,30.0,1.0,0.02,1.0,358,0.0
2049,300.0,1.0,94.0,1.98,2.0,294,1.0
2050,297.0,6.0,10.0,0.24,4.0,364,5.0
2051,330.0,6.0,8.0,0.18,4.0,364,1.0
2052,2726.0,1.0,2.0,0.06,5.0,78,0.0
2053,692.0,3.0,122.0,2.89,1.0,139,36.0
2054,800.0,1.0,2.0,0.09,5.0,308,1.0
2055,10303.0,1.0,6.0,0.13,2.0,365,5.0
2056,800.0,1.0,14.0,0.3,5.0,358,5.0
2057,209.0,5.0,31.0,0.78,3.0,356,5.0
2058,250.0,2.0,20.0,0.42,2.0,18,0.0
2059,350.0,5.0,6.0,0.13,1.0,363,1.0
2060,304.0,1.0,3.0,0.07,5.0,364,0.0
2061,578.0,1.0,1.0,0.02,1.0,180,0.0
2062,304.0,1.0,6.0,0.13,5.0,325,0.0
2063,600.0,1.0,0.0,1.3,15.0,180,0.0
2064,600.0,1.0,1.0,0.02,15.0,180,0.0
2065,600.0,1.0,6.0,0.15,15.0,365,3.0
2066,600.0,1.0,2.0,0.07,15.0,180,1.0
2067,600.0,1.0,1.0,0.02,15.0,180,0.0
2068,250.0,1.0,1.0,0.03,1.0,140,0.0
2069,1800.0,1.0,3.0,0.07,4.0,360,1.0
2070,900.0,1.0,9.0,0.2,15.0,180,2.0
2071,900.0,1.0,37.0,0.81,15.0,180,8.0
2072,900.0,1.0,27.0,0.59,15.0,180,5.0
2073,620.0,1.0,9.0,0.19,6.0,320,0.0
2074,720.0,2.0,47.0,0.98,3.0,327,3.0
2075,900.0,1.0,11.0,0.25,15.0,180,1.0
2076,900.0,1.0,19.0,0.43,15.0,180,5.0
2077,366.0,1.0,118.0,2.45,2.0,353,59.0
2078,650.0,2.0,33.0,0.8,2.0,333,15.0
2079,1400.0,1.0,36.0,0.81,15.0,180,10.0
2080,394.0,1.0,85.0,1.78,28.0,234,3.0
2081,492.0,2.0,56.0,1.17,1.0,62,3.0
2082,500.0,2.0,15.0,0.32,2.0,49,0.0
2083,430.0,1.0,2.0,0.04,1.0,0,0.0
2084,690.0,2.0,2.0,0.04,2.0,81,0.0
2085,1567.0,1.0,0.0,1.3,1.0,365,0.0
2086,450.0,2.0,57.0,1.31,3.0,254,2.0
2087,250.0,3.0,41.0,0.86,3.0,360,11.0
2088,320.0,3.0,5.0,0.11,1.0,363,2.0
2089,280.0,2.0,69.0,1.46,2.0,0,3.0
2090,200.0,7.0,0.0,1.3,1.0,365,0.0
2091,450.0,2.0,4.0,0.13,2.0,176,2.0
2092,295.0,1.0,40.0,0.83,1.0,80,0.0
2093,650.0,4.0,0.0,1.3,3.0,80,0.0
2094,420.0,2.0,54.0,1.17,1.0,115,11.0
2095,230.0,2.0,13.0,0.28,2.0,171,0.0
2096,270.0,2.0,54.0,1.14,4.0,263,1.0
2097,284.0,1.0,19.0,0.4,3.0,51,1.0
2098,400.0,1.0,1.0,0.02,1.0,173,0.0
2099,350.0,1.0,0.0,1.3,1.0,89,0.0
2100,3500.0,1.0,3.0,0.06,12.0,327,1.0
2101,300.0,1.0,4.0,0.08,1.0,159,0.0
2102,303.0,1.0,29.0,0.85,1.0,83,6.0
2103,223.0,2.0,0.0,1.3,1.0,89,0.0
2104,463.0,2.0,151.0,3.22,1.0,76,29.0
2105,295.0,2.0,34.0,0.73,3.0,161,16.0
2106,360.0,1.0,38.0,0.94,1.0,45,3.0
2107,525.0,1.0,50.0,1.06,2.0,0,0.0
2108,303.0,2.0,27.0,0.99,2.0,80,23.0
2109,350.0,1.0,1.0,0.03,1.0,178,0.0
2110,700.0,1.0,0.0,1.3,1.0,365,0.0
2111,814.0,3.0,6.0,0.13,12.0,318,0.0
2112,600.0,2.0,34.0,0.74,8.0,0,2.0
2113,323.0,1.0,62.0,1.32,1.0,50,1.0
2114,215.0,7.0,28.0,0.61,1.0,144,2.0
2115,500.0,1.0,1.0,0.07,1.0,364,0.0
2116,331.0,1.0,15.4,1.1,2.0,83,5.9
2117,260.0,1.0,39.0,0.85,2.0,263,6.0
2118,259.0,1.0,15.4,5.84,2.0,351,56.0
2119,657.0,1.0,41.0,0.86,28.0,362,14.0
2120,550.0,1.0,77.0,1.62,28.0,172,2.0
2121,459.0,3.0,6.0,0.13,12.0,346,1.0
2122,450.0,1.0,77.0,1.62,28.0,268,1.0
2123,300.0,1.0,2.0,0.04,2.0,364,0.0
2124,510.0,2.0,31.0,0.66,1.0,88,7.0
2125,2929.0,3.0,2.0,0.04,2.0,365,0.0
2126,586.0,3.0,44.0,0.94,1.0,74,12.0
2127,220.0,3.0,85.0,1.81,4.0,361,29.0
2128,450.0,2.0,16.0,0.34,1.0,365,6.0
2129,329.0,2.0,29.0,1.67,1.0,320,25.0
2130,233.0,1.0,1.0,0.03,3.0,171,0.0
2131,300.0,3.0,0.0,1.3,1.0,362,0.0
2132,450.0,2.0,27.0,0.59,2.0,232,7.0
2133,424.0,3.0,3.0,0.06,1.0,0,0.0
2134,295.0,2.0,9.0,0.24,3.0,7,4.0
2135,250.0,2.0,47.0,1.14,4.0,263,14.0
2136,811.0,5.0,80.0,1.68,1.0,32,1.0
2137,300.0,1.0,62.0,1.3,2.0,154,10.0
2138,275.0,2.0,61.0,1.34,4.0,304,30.0
2139,270.0,3.0,109.0,2.33,4.0,360,27.0
2140,329.0,2.0,30.0,0.63,2.0,80,13.0
2141,559.0,3.0,0.0,1.3,1.0,178,0.0
2142,243.0,1.0,2.0,0.04,5.0,364,0.0
2143,221.0,1.0,158.0,3.35,3.0,359,34.0
2144,300.0,1.0,0.0,1.3,2.0,90,0.0
2145,550.0,3.0,26.0,0.56,1.0,89,3.0
2146,235.0,3.0,4.0,0.09,2.0,324,3.0
2147,464.0,3.0,8.0,0.18,12.0,342,1.0
2148,350.0,2.0,1.0,0.03,2.0,64,0.0
2149,350.0,1.0,7.0,0.15,1.0,364,1.0
2150,496.0,1.0,128.0,2.71,23.0,357,44.0
2151,1200.0,3.0,3.0,0.06,2.0,365,0.0
2152,500.0,2.0,0.0,1.3,1.0,89,0.0
2153,350.0,30.0,0.0,1.3,1.0,358,0.0
2154,890.0,1.0,42.0,0.9,1.0,365,1.0
2155,260.0,5.0,7.0,0.17,2.0,129,1.0
2156,700.0,1.0,6.0,0.31,2.0,105,2.0
2157,200.0,1.0,31.0,0.68,2.0,176,8.0
2158,246.0,7.0,0.0,1.3,1.0,359,0.0
2159,320.0,2.0,36.0,0.77,3.0,293,0.0
2160,300.0,1.0,0.0,1.3,1.0,0,0.0
2161,300.0,2.0,30.0,0.65,1.0,17,0.0
2162,450.0,2.0,21.0,0.46,3.0,364,0.0
2163,200.0,30.0,0.0,1.3,1.0,365,0.0
2164,450.0,2.0,92.0,2.0,1.0,209,15.0
2165,399.0,3.0,1.0,0.04,1.0,363,0.0
2166,399.0,2.0,30.0,0.64,3.0,359,6.0
2167,1131.0,2.0,2.0,0.04,1.0,362,0.0
2168,750.0,1.0,6.0,0.13,4.0,291,0.0
2169,345.0,2.0,0.0,1.3,6.0,280,0.0
2170,6500.0,30.0,0.0,1.3,1.0,365,0.0
2171,450.0,5.0,2.0,0.05,1.0,319,1.0
2172,299.0,7.0,1.0,0.07,4.4,133,0.0
2173,206.0,5.0,14.0,0.3,4.0,170,4.0
2174,500.0,2.0,53.0,1.12,2.0,312,17.0
2175,1160.0,1.0,7.0,0.16,3.0,92,1.0
2176,200.0,5.0,2.0,0.04,1.0,171,0.0
2177,350.0,1.0,34.0,0.72,1.0,341,7.0
2178,200.0,30.0,0.0,1.3,3.0,365,0.0
2179,520.0,1.0,5.0,0.11,1.0,355,0.0
2180,300.0,1.0,32.0,0.7,5.0,362,9.0
2181,285.0,2.0,14.0,0.3,1.0,324,3.0
2182,500.0,2.0,110.0,2.36,1.0,170,32.0
2183,400.0,7.0,0.0,1.3,1.0,365,0.0
2184,330.0,1.0,48.0,1.04,3.0,336,12.0
2185,719.0,1.0,13.0,0.28,23.0,360,0.0
2186,890.0,1.0,5.0,0.11,1.0,179,1.0
2187,440.0,2.0,63.0,1.36,2.0,346,7.0
2188,1500.0,1.0,1.0,0.02,1.0,177,0.0
2189,899.0,2.0,4.0,0.1,6.0,365,0.0
2190,464.0,3.0,10.0,0.22,12.0,81,0.0
2191,550.0,1.0,35.0,0.75,23.0,363,0.0
2192,1399.0,1.0,3.0,0.14,15.0,299,2.0
2193,246.0,1.0,29.0,0.63,3.0,359,8.0
2194,300.0,1.0,15.4,3.69,11.0,167,36.0
2195,1199.0,1.0,2.0,0.14,15.0,299,0.0
2196,8481.0,1.0,1.0,0.03,5.0,346,0.0
2197,8683.0,1.0,0.0,1.3,5.0,345,0.0
2198,1599.0,1.0,0.0,1.3,15.0,356,0.0
2199,742.2,1.0,0.0,1.3,5.0,355,0.0
2200,8481.0,1.0,0.0,1.3,5.0,355,0.0
2201,1899.0,1.0,0.0,1.3,15.0,356,0.0
2202,6058.0,1.0,0.0,1.3,5.0,348,0.0
2203,200.0,30.0,0.0,1.3,3.0,90,0.0
2204,500.0,10.0,0.0,1.3,1.0,365,0.0
2205,350.0,1.0,103.0,2.22,18.0,0,20.0
2206,999.0,1.0,0.0,1.3,1.0,365,0.0
2207,350.0,4.0,14.0,0.33,2.0,113,2.0
2208,280.0,1.0,3.0,0.06,1.0,172,0.0
2209,500.0,3.0,1.0,1.0,1.0,162,1.0
2210,400.0,2.0,132.0,2.86,2.0,0,34.0
2211,200.0,3.0,0.0,1.3,1.0,365,0.0
2212,394.0,1.0,14.0,0.3,23.0,362,0.0
2213,250.0,3.0,21.0,0.46,2.0,177,0.0
2214,625.0,1.0,0.0,1.3,1.0,89,0.0
2215,245.0,1.0,16.0,0.35,2.0,365,5.0
2216,310.0,1.0,69.0,1.52,5.0,179,60.0
2217,220.0,1.0,17.0,0.37,2.0,263,0.0
2218,257.0,1.0,2.0,0.05,1.0,365,0.0
2219,450.0,2.0,11.0,0.25,1.0,77,6.0
2220,850.0,5.0,0.0,1.3,5.0,0,0.0
2221,629.0,1.0,50.0,1.17,3.0,89,10.0
2222,450.0,5.0,61.0,1.34,1.0,341,27.0
2223,407.0,3.0,8.0,0.18,2.0,66,0.0
2224,360.0,1.0,149.0,3.24,2.0,114,5.9
2225,210.0,3.0,17.0,0.37,2.0,290,5.0
2226,1200.0,1.0,1.0,0.04,2.0,89,0.0
2227,650.0,6.0,0.0,1.3,1.0,89,0.0
2228,380.0,1.0,25.0,0.54,2.0,331,15.0
2229,650.0,1.0,6.0,0.8,1.0,365,6.0
2230,349.0,4.0,3.0,0.07,1.0,87,1.0
2231,400.0,1.0,0.0,1.3,2.0,362,0.0
2232,349.0,1.0,17.0,0.37,2.0,64,0.0
2233,401.0,2.0,15.4,4.55,2.0,23,3.0
2234,250.0,1.0,0.0,1.3,1.0,363,0.0
2235,260.0,1.0,12.0,0.27,1.0,365,2.0
2236,250.0,3.0,12.0,0.28,1.0,364,5.0
2237,1550.0,1.0,14.0,0.33,2.0,365,7.0
2238,350.0,2.0,24.0,0.54,1.0,78,8.0
2239,640.0,2.0,17.0,0.38,2.0,257,10.0
2240,390.0,1.0,82.0,1.81,1.0,165,29.0
2241,230.0,2.0,9.0,0.21,1.0,17,4.0
2242,494.0,1.0,15.4,5.84,1.0,360,14.0
2243,3800.0,3.0,0.0,1.3,1.0,173,0.0
2244,410.0,1.0,15.4,5.39,8.0,360,28.0
2245,506.0,1.0,165.0,3.64,8.0,364,17.0
2246,300.0,1.0,2.0,0.05,1.0,173,0.0
2247,1050.0,2.0,3.0,0.11,2.0,49,1.0
